59.74173119,39.98982765,0.30088259
59.98698724,39.98113629,0.43711055
59.45842257,40.50106345,0.545672154
59.59631952,39.86784768,0.574566886
60.77150865,40.39898595,0.604032598
59.78781755,39.4423011,0.629611863
61.14037154,41.00718758,0.724330894
59.77762395,40.7406949,0.742033572
60.99960379,40.53883864,0.813239304
62.0706008,40.9443009,0.822883612
61.88125935,41.1302686,0.834547418
61.29741818,40.32022117,0.85711461
61.46002755,39.58764762,0.951431473
59.97499355,41.10538636,0.958085006
60.96041524,40.77831684,1.004416938
61.03937745,39.21862679,1.012756939
61.02146349,39.86659374,1.070166008
60.49316744,41.60862895,1.09091478
60.38128633,41.6181589,1.094610351
59.58068291,42.03251616,1.101207298
60.65798344,41.51524841,1.117010901
60.3318812,40.35898999,1.127443703
59.30914994,41.18802887,1.140236113
61.5834531,39.56626053,1.166504474
61.17827965,41.32637694,1.19983763
60.82043659,39.43865124,1.211199489
59.50075929,41.90282496,1.214851254
60.9372559,39.61633219,1.231578886
60.78762834,40.0116872,1.242868971
60.83618541,39.94592883,1.244823136
61.000957,40.5468575,1.270356793
60.85537506,40.27096829,1.28004704
61.220875,40.21253438,1.282213999
59.3866764,40.71112774,1.289202142
60.76448139,41.5084752,1.304018438
60.39038157,40.52960262,1.331360761
60.99832616,40.63445076,1.401176407
62.01221357,40.08188183,1.405225517
60.14518937,41.03399985,1.407567147
60.03227261,41.42569295,1.416188889
61.17797502,40.20603968,1.419895735
60.19774795,40.00157656,1.430578863
60.48754438,40.95924923,1.439919478
60.73140469,41.05303671,1.440380034
60.59087933,40.69705701,1.467481766
60.75486872,40.04516452,1.468272024
60.66839622,40.8926312,1.490840269
59.45270713,40.68416264,1.548695616
60.63523248,41.72618595,1.555146276
59.67833649,40.68480532,1.556796987
61.54463613,40.40234536,1.59414241
60.18066327,41.04365933,1.594661186
60.71443722,41.41377775,1.596208728
61.28551319,41.65028756,1.614958747
60.57924145,40.89716787,1.641604561
60.81142103,41.11116103,1.671264585
61.4509699,41.16183152,1.676558805
60.58506484,41.79554716,1.699124185
61.67886462,41.26160719,1.71091972
60.90253867,39.53691988,1.717154998
60.92773312,40.97684751,1.721555119
61.43563505,40.70529064,1.801910579
60.00584815,42.32247004,1.804275567
60.42352789,41.14020693,1.821769112
61.38876706,40.29986814,1.834084118
59.78401748,41.08768772,1.839001701
61.88128411,40.00860564,1.899299722
60.45683962,41.38174432,1.924881306
60.35290086,41.89293288,1.939562858
60.12320384,40.11886235,1.952894522
61.30112776,42.14296352,2.009859821
61.10370038,40.3568686,2.035650924
61.41498872,42.85113176,2.037636098
61.07307444,42.16426074,2.059345821
60.39642732,40.63637851,2.093285282
60.3495012,40.79475925,2.151685563
60.75202161,42.12790582,2.16023686
61.84540127,40.97645931,2.167097213
61.47357354,40.68617792,2.172730789
61.71205143,41.92776552,2.192082945
62.00228314,42.04057162,2.207769058
61.39801779,39.94940717,2.239918296
61.0657141,39.94935509,2.270557481
60.90402369,40.35684734,2.279576985
62.26877635,41.73723326,2.281777574
61.32944456,41.96773192,2.28304866
61.077284,41.10309698,2.283132289
62.23543447,40.16440652,2.286765884
61.37569378,40.65671478,2.321019207
59.91436043,41.76343584,2.334023112
60.8236446,41.69059376,2.346370751
60.53455308,40.24587004,2.372409035
62.14722025,41.2116913,2.380762805
60.68936741,41.50319625,2.382099848
60.6544638,40.75441797,2.389086351
61.20078395,41.99196446,2.391815824
60.24541287,41.23868351,2.425833549
60.77398172,40.74963701,2.439545558
60.59183344,40.65482883,2.440818501
59.66982012,40.65741993,2.442256068
60.53225453,41.64833535,2.471308165
60.71027599,39.78371031,2.471552885
60.70983925,40.94602698,2.480814737
